"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Germany","DEU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","95","97","93","94","80","90","80","80","80","80","80","85","62","73","78","84","87","89","97","90","93","93","97","96","96","96","96","96","96","96","95","95","93","93","93","91","91","91","91","91","91","",
"Djibouti","DJI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","6","14","21","22","24","25","65","77","85","53","41","41","41","41","41","32","23","23","46","53","62","68","64","71","72","88","89","89","88","87","81","82","78","84","68","76","84","85","70","59","",
"Dominica","DMA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","63","97","99","93","84","91","93","95","96","92","92","98","99","99","99","99","99","92","99","99","99","99","98","99","99","98","95","96","96","99","98","98","97","96","97","98","99","91","94","99","96","92","",
"Denmark","DNK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","88","88","87","86","86","90","89","88","87","89","90","90","91","88","89","90","77","92","99","99","97","97","98","96","95","93","93","87","88","89","90","91","94","94","94","93","94","98","97","97","97","97","",
"Dominican Republic","DOM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","36","27","28","29","34","39","80","80","69","58","69","71","73","75","74","72","72","73","75","83","78","72","82","79","79","87","89","85","82","82","88","84","85","83","91","85","87","84","87","89","82","84","",
"Algeria","DZA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","69","73","79","85","87","89","89","88","88","87","88","88","89","85","83","86","89","86","87","86","88","95","95","93","95","95","95","95","95","95","95","91","91","91","91","91","91","",
"East Asia & Pacific (excluding high income)","EAP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6.19077261312839","6.75545978944762","6.73781237736512","45.6439383962566","56.7375270580973","63.9816796576331","68.0715395993297","68.3139781667653","84.5696360728609","87.2215619785204","90.2767124690513","88.08290653164","85.2206839300376","83.0845003089499","81.5490394707997","78.5090447551582","80.9955514954361","82.0617912951026","82.2831363918336","82.5540401879793","82.8746300888412","83.4041224797977","81.5386869154488","83.5607409874595","84.5961731080628","84.6455611528052","88.4397207047037","88.5740723514695","91.7149025901504","93.6202836277889","93.943347601273","94.0061967059221","95.0766330806158","93.4210342017295","94.5584301513351","93.7085171369213","94.3323170417355","94.0279152012958","92.7758514794044","92.8171632736514","91.1186972063739","84.1882944367024","",
"Early-demographic dividend","EAR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","12.9997190374723","14.9377182901345","18.1664474386628","21.5169138246497","24.6847150975735","29.6675188450413","34.477837456979","41.2777974852058","48.5950365337689","56.6706982207249","69.4200523929931","63.1044523997507","62.3801849765877","64.6192425106383","69.2565480301405","72.0794937844987","70.2344539165897","69.528356772691","69.0422190017997","68.235859158084","68.6970825830182","69.1767448120605","68.7542514896997","70.4751943710566","73.0916001454112","73.6958548956359","73.9630790242451","73.6214674619096","76.3833380950738","78.7254577016381","80.8297853880899","83.03306134001","83.0346841947089","83.3367854677482","84.3396458676673","84.8725229242535","86.4522608149292","86.2644143749843","86.7446436361723","87.2779382643645","82.6588100563308","81.3198602465687","",
"East Asia & Pacific","EAS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","9.07065135662956","11.5900969388301","11.6413541296648","47.6694507437926","58.2546254158957","65.0539686623901","68.9086184123171","68.8166916795541","84.1645313312572","87.2745374938392","90.0121698521701","88.0722356397994","85.2936271216359","83.3152515562373","81.8145561674755","78.8995821335648","81.9307243727296","81.5681645191742","81.85394881692","82.6094031369974","83.3499219999436","84.2349632059361","82.5230352034427","84.4337651139752","85.2908715856654","85.4149131689429","88.9744000980477","88.9917656249784","91.9780744144783","93.7315729224457","94.031904071559","94.1674536387553","95.1676151558192","93.563694745033","94.6412910864259","93.8329801616054","94.525457630992","94.2352544580545","93.0197120125182","93.0544872171174","91.3979312758978","84.8758294089277","",
"Europe & Central Asia (excluding high income)","ECA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.7220441049262","74.5995801329462","84.3782092909581","81.1142897311758","84.9492740305594","88.1543901701832","89.7228076015871","90.5425773108602","92.3074475683199","93.2073377370733","90.5494356609791","86.2511768684321","92.1036676151137","94.4989778425098","94.1141483604671","95.5437261755271","95.428520958978","93.8516719015971","92.3081188829645","92.6113679536269","94.9021385587083","95.3742118988487","90.1581506656058","90.9895585688854","90.2716228260089","93.3130970666344","95.0799652318079","95.8770962158774","94.0248738172029","94.3307130291163","",
"Europe & Central Asia","ECS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.6387905529876","80.704763345332","87.6544518917173","86.4892492851622","88.9860510512773","90.8007862492429","91.5915278050986","92.8442425180335","92.8741056455564","93.9761756693151","92.8405075858488","91.2287033650864","93.9506269318625","95.0180146625029","95.1990836277409","95.870991673445","95.8271863198391","94.9622885017278","94.3705003731832","94.4504544860118","95.7117659861037","95.7872187424958","92.8758439942924","92.9876730019889","92.2812631009164","93.6926280383896","94.6626273609639","95.0844546058626","93.7744061413915","93.8155735867665","",
"Ecuador","ECU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","10","26","35","31","48","41","44","51","54","55","68","59","87","85","84","83","82","81","85","79","87","89","88","87","88","92","96","96","96","94","91","88","87","87","83","78","83","85","85","85","70","72","",
"Egypt, Arab Rep.","EGY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","57","57","57","57","69","84","80","81","87","90","87","76","79","81","83","88","90","88","92","97","98","99","97","98","97","98","98","98","97","97","97","96","93","97","94","93","95","94","95","95","94","96","",
"Euro area","EMU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","33.9592355131412","57.0846750538042","59.8090764496144","60.2440205297112","74.5015180080395","68.9328556305296","74.5723886840705","69.5027550072286","69.3130680045085","72.6605474428299","85.421062640631","88.7757057894553","89.5204977923725","82.959353195148","88.6889032011057","90.0833900185466","92.0231860113913","92.6670752938873","92.7404932649544","95.0172797259238","92.5630794689924","94.524887387574","94.8286594196676","96.4380213270322","95.896599387283","95.9316186472302","96.7581805001595","96.8264990275184","96.8207481024971","96.4210538781832","96.886459038078","96.7434539281135","96.9085245492506","96.3917502215","96.102093877961","95.3014373964307","94.4944868706315","94.3125528012943","94.2165069582357","94.2689459612968","93.8381318577044","93.5782710220378","",
"Eritrea","ERI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","49","58","66","75","86","93","81","86","90","93","98","96","94","95","95","95","95","94","94","94","94","95","95","95","95","95","95","95","",
"Spain","ESP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","95","79","88","77","93","93","86","86","84","87","88","90","90","94","95","95","95","96","98","98","97","96","98","96","97","96","97","97","96","96","97","97","97","95","96","95","94","92","",
"Estonia","EST","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","77","82","87","87","88","91","93","94","94","94","94","96","95","95","95","95","94","93","94","94","93","93","93","93","92","91","91","90","",
"Ethiopia","ETH","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","3","3","4","4","6","7","16","16","26","49","21","13","28","57","57","55","55","42","28","30","33","35","38","40","44","46","50","54","58","61","65","62","59","61","63","66","68","67","68","71","65","",
