"Data Source","World Development Indicators",

"Last Updated Date","2023-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Bulgaria","BGR","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.968","15.11","16.184","12.623","10.939","12.31","13.49","11.779","14.153","15.819","18.865","17.363","13.193","11.626","9.835","9.299","7.287","5.759","6.623","9.613","10.116","10.846","11.845","10.402","8.416","6.966","5.946","4.651","3.869","4.764","5.033","4.046",
"Bahrain","BHR","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.829","3.888","3.724","3.967","3.841","3.802","3.79","3.719","3.698","3.648","3.681","3.641","3.566","3.56","3.58","3.601","3.576","3.632","3.723","3.679","3.876","3.953","3.869","3.811","3.822","3.81","3.8","3.817","3.772","4.692","4.536","4.218",
"Bahamas, The","BHS","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","15.848","13.031","15.241","11.757","14.7","11.381","9.877","9.312","8.231","7.033","9.627","11.806","11.158","11.207","8.06","9.114","9.268","14.034","14.64","15.365","13.968","16.259","14.642","13.005","14.479","11.382","9.948","10.024","12.697","11.702","10.246",
"Bosnia and Herzegovina","BIH","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.48","22.198","23.238","24.739","25.835","26.843","27.664","28.512","29.053","30.12","30.381","31.39","32.173","33.187","33.887","34.847","32.927","26.783","25.643","29.923","29.923","30.645","29.003","31.137","30.665","30.009","23.113","20.306","18.754","17.416","18.147","17.218",
"Belarus","BLR","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","2.572","7.018","10.519","14.477","19.857","13.849","11.289","10.275","9.79","9.173","8.61","8.103","7.664","7.032","6.482","5.888","5.369","4.633","4.714","4.613","4.49","4.422","4.378","4.229","4.195","4.049","3.564","3.203","3.311","3.071","3.281",
"Belize","BLZ","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.332","14.287","14.389","15.726","18.025","18.622","20.706","21.785","20.657","17.989","15.602","15.259","15.879","16.668","17.425","15.241","13.232","12.652","12.679","12.62","12.625","12.608","12.616","14.073","11.09","11.176","9.851","11.883","13.96","16.014","15.575","14.828",
"Bermuda","BMU","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.825","3.017","2.864","2.835","2.571","2.321","2.033","2.161","2.504","2.545","2.728","2.823","2.948","2.996","3.113","3.213","3.371","3.39","3.625","3.158","2.685","2.838","3.035","2.881","3.807","4.044","4.054","3.615","4","9.837","5.706","4.984",
"Brazil","BRA","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.038","8.08","7.434","8.149","9.062","10.709","12.106","13.689","14.676","13.777","13.76","13.688","14.272","13.34","13.981","12.779","12.484","11.248","12.673","10.96","10.433","9.233","8.978","8.33","10.331","13.805","15.055","14.578","14.49","16.579","16.684","11.829",
"Barbados","BRB","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.395","25.673","27.718","27.979","22.819","17.812","17.999","16.538","13.509","11.402","11.811","12.207","12.547","10.445","10.785","9.809","8.441","9.427","9.888","10.472","12.619","12.264","11.433","12.65","8.974","8.65","8.776","8.532","7.278","8.738","8.434","7.258",
"Brunei Darussalam","BRN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.751","6.818","6.778","6.87","6.938","6.952","6.916","6.977","7.091","7.134","7.181","7.263","7.305","7.319","7.377","7.518","7.494","7.513","7.578","7.729","7.816","7.816","7.812","7.863","8.582","9.207","9.98","10.055","8.277","8.848","8.969","8.692",
"Bhutan","BTN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.566","1.559","1.522","1.506","1.487","1.454","1.425","1.4","1.643","2.27","2.924","2.73","2.516","3.336","3.335","3.811","4.744","5.059","5.553","4.063","4.892","2.216","3.769","3.615","3.26","3.615","3.924","4.248","3.345","6.164","4.833","4.509",
"Botswana","BWA","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.973","19.042","21.049","22.998","23.522","24.141","23.803","23.68","20.311","17.264","22.101","24.226","26.496","24.435","22.294","20.126","19.912","19.731","19.746","21.579","21.672","21.731","21.627","21.792","22.009","21.796","21.884","21.916","21.966","22.647","23.125","22.76",
"Central African Republic","CAF","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.836","5.91","5.925","5.942","5.923","5.963","5.983","5.934","5.893","5.812","5.985","6.054","6.137","6.109","6.155","6.126","6.103","6.061","6.185","6.546","6.463","6.43","6.389","6.471","6.604","6.581","6.534","6.413","6.457","7.018","7.252","7.145",
"Canada","CAN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.694","10.195","10.681","9.8","9.112","9.292","8.92","7.992","7.287","6.695","6.859","7.118","7.154","6.854","6.466","6.092","5.653","5.652","7.006","7.244","7.009","6.817","6.597","6.388","6.291","6.24","5.85","5.488","5.249","9.386","7.211","5.036",
"Central Europe and the Baltics","CEB","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.44289790103553","10.3907945460904","12.0508982770352","12.0488392547177","11.473639117807","10.9827025675441","9.98335982384356","9.56765291903894","10.5851888074273","12.9800331141055","13.6210520920904","14.0220565713361","13.2702940460639","13.0963291300902","12.6818934479363","10.5913049654725","8.19597562884009","6.97861461368058","8.4566044101594","9.82304979505991","9.88441274617472","10.1378839764112","10.2423459825743","9.16462969702017","7.90798226264327","6.44143729205642","5.25970771763298","4.29418665408197","3.851613134033","4.41153718976364","4.47948184996439","3.86508487379861",
"Switzerland","CHE","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.663","3.531","4.439","4.243","3.646","4.081","3.933","4.083","3.529","3.124","3.462","3.095","4.493","4.77","5.093","4.696","4.505","3.97","4.514","5.2","4.8","4.739","4.922","4.991","4.912","5.011","5.063","5.105","4.709","5.001","5.313","4.446",
"Channel Islands","CHI","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.198","7.461","8.461","8.676","8.555","8.504","8.257","7.848","7.419","6.743","6.205","6.341","6.658","6.896","6.929","6.64","6.247","6.156","7.177","7.592","7.927","8.699","9.349","9.101","8.822","8.442","7.855","7.3","7.11","8.054","7.956","7.334",
"Chile","CHL","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.699","5.335","5.113","6.789","5.246","9.998","9.604","9.347","13.109","12.481","11.936","11.814","12.035","13.015","12.281","11.758","10.891","12.141","13.419","9.909","8.834","8.127","7.161","7.11","7.127","7.256","7.444","7.956","8","11.389","9.639","8.435",
"China","CHN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.062","2.062","2.34","2.522","2.609","2.713","2.809","2.818","2.826","2.835","3.303","3.685","3.979","3.9","3.925","3.846","3.776","3.983","4.095","3.929","3.947","3.973","3.991","4.018","4.036","3.959","3.882","3.744","3.962","4.343","3.954","4.245",
"Cote d'Ivoire","CIV","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.047","7.131","6.223","5.306","4.343","4.317","4.279","4.313","4.571","4.815","5.065","5.3","5.551","5.674","5.924","6.12","6.363","6.527","6.76","6.924","7.337","7.339","5.185","4.249","3.313","2.356","3.85","3.431","3.011","3.236","3.506","3.294",
"Cameroon","CMR","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.403","6.439","6.572","6.453","6.486","6.515","6.546","6.579","6.62","6.668","6.695","6.166","5.625","5.076","4.607","4.047","3.5","3.971","4.437","4.901","4.69","4.47","4.26","4.047","4.062","4.089","4.115","4.126","4.145","4.409","4.711","4.582",
"Congo, Dem. Rep.","COD","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.585","2.573","2.511","2.469","2.453","2.447","2.409","2.394","2.378","2.334","2.29","2.254","2.223","2.198","2.403","2.601","2.804","3.022","3.205","3.409","3.61","3.62","3.632","3.663","3.705","3.714","3.72","3.745","4.294","4.408","4.295",
"Congo, Rep.","COG","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.563","21.534","21.565","21.611","21.431","21.399","21.451","21.351","21.423","21.228","21.257","21.216","21.245","21.171","21.071","21.115","21.398","21.241","21.203","21.277","21.453","21.38","21.604","21.532","21.746","21.911","21.847","21.895","21.855","23.641","23.606","23.17",
"Colombia","COL","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.845","13.413","11.377","12.585","11.511","15.155","15.347","18.35","23.784","25.153","19.464","20.07","18.716","18.082","15.933","14.439","13.182","13.488","14.569","14.23","13.135","12.689","11.7","11.051","10.873","11.229","11.53","11.817","12.773","19.071","18.169","13.658",
"Comoros","COM","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.636","5.425","5.442","5.49","5.337","5.343","5.231","5.21","5.151","5.002","5.042","4.988","4.936","4.883","5.426","5.983","6.567","7.081","7.655","8.209","8.769","9.355","9.898","10.524","10.488","10.383","10.319","10.271","10.261","11.218","11.362","11.2",
"Cabo Verde","CPV","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.312","12.175","12.15","12.001","11.999","11.974","11.923","11.855","11.812","11.726","11.78","11.691","11.639","11.519","11.485","11.409","11.276","11.285","11.287","11.19","11.395","11.65","11.88","12.11","12.333","12.523","12.76","11.553","11.618","14.064","13.362","13.063",
"Costa Rica","CRI","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.084","5.312","4.981","5.578","6.521","8.244","7.343","7.575","7.934","6.641","7.391","7.752","7.998","8.29","9.32","8.36","6.758","5.871","9.582","9.13","11.913","10.839","9.744","10.515","10.375","10.202","9.743","11.442","14.117","21.25","20.118","15.095",
"Caribbean small states","CSS","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6683624953454","15.1205984960791","14.8806929761022","14.6417336063658","13.6358072394289","13.9028387481214","13.5256710067696","13.3785353265801","12.697730901907","12.0899662788406","11.8180285637697","12.0293185307859","12.1229521887268","11.2395690652422","11.1543184088868","10.1410241955287","9.88268324460188","9.4590522452922","10.0849147124381","10.0881819359881","10.5035472393666","10.8640322909621","11.3191307561575","10.9114311320142","10.4731485269225","10.542659052227","9.61923357268856","8.47888497122069","8.05722987265271","9.49762177968913","9.37231329455934","8.6218263060203",
"Cuba","CUB","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.509","12.891","13.386","13.297","13.531","12.712","11.476","9.584","9.856","8.407","5.803","4.662","3.429","2.208","2.209","2.215","1.871","1.962","1.99","2.71","3.517","3.615","3.55","3.14","2.584","2.185","1.637","1.826","1.2","1.585","1.603","1.515",
"Curacao","CUW","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.435","2.238","4.196","3.896","3.735","4.354","4.507","4.14","7.862","7.487","5.821","4.223","4.604","5.468","6.529","5.429","4.599","4.252","5.471","6.415","7.623","11.022","15.128","15.015","14.765","13.334","11.266","8.754","8.009","7.617","7.937","7.764",
"Czechia","CZE","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.065","3.052","5.444","5.196","4.806","4.657","5.114","7.544","10.127","10.54","9.615","8.565","9.652","9.657","9.804","8.856","6.742","5.608","7.724","8.459","7.89","8.212","8.287","7.394","6.078","4.668","3.579","2.8","2.375","2.951","3.434","3.02",
"Germany","DEU","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.531","8.223","9.321","10.32","9.631","9.587","10.584","10.439","9.226","8.272","7.776","8.209","9.285","10.087","10.896","10.174","8.796","7.645","7.313","6.5","5.578","5.181","4.919","4.631","4.218","3.74","3.317","2.91","2.734","3.444","3.181","2.718",
"Djibouti","DJI","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.164","38.021","38.203","37.995","38.028","37.991","37.876","37.802","37.676","37.687","37.611","37.509","37.443","37.382","37.295","37.123","36.989","36.83","36.818","36.608","36.423","36.411","36.326","36.182","36.07","36.026","35.969","35.86","35.862","37.62","37.901","37.879",
"Dominica","DMA","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.021","9.871","11.081","9.003","8.65","8.381","6.436","6.403","5.893","4.975","4.778","4.313","5.754","5.435","5.276","4.537","4.198","4.068","5.669","6.765","7.622","7.795","7.668","7.147","6.53","6.38","6.046","5.347","5.269","5.984","5.134","4.322",
"Dominican Republic","DOM","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.53","10.312","10.4","10.559","10.549","10.595","10.565","10.651","10.714","10.796","11.392","10.269","10.116","10.091","9.782","8.956","7.635","7.453","7.954","7.08","8.406","9.266","10.601","9.766","10.956","10.783","8.156","9.163","9.412","9.084","12.521","11.654",
"Algeria","DZA","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.579","20.722","23.303","25.719","30.748","28.499","26.169","27.16","28.517","29.718","27.804","27.035","25.436","18.204","17.226","15.217","19.065","17.66","18.152","19.161","17.213","17.064","16.338","15.687","16.605","18.309","18.487","18.588","18.679","20.802","20.475","20.299",
"East Asia & Pacific (excluding high income)","EAP","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21626806392308","2.14240837397601","2.3760986143549","2.68256407754529","2.75782567425556","2.85445302747174","2.93747676028062","3.07830017859559","3.14307816987791","3.10527495093853","3.56812795453645","3.80754241645883","4.07132386510743","4.07289715558447","4.14373626085792","4.0158353805345","4.0285489481593","4.0236387360531","3.98766352537879","3.77040944492836","3.69203955686918","3.62810724116474","3.59991286649371","3.58482431172204","3.66963760161251","3.57156549896052","3.48276232090759","3.39528628295048","3.47177051457846","3.89984756280626","3.59324451727336","3.7201502774936",
