,Aruba,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
10,67.583,37.418,40.19,64.824,60.021,65.589,63.873,70.058,71.0185365853659,69.9146341463415,59.018,43.041,70.9719512195122,42.189,39.239,42.587,71.2563414634146,64.45,65.926,66.688,70.7444878048781,63.468,69.478,46.597,57.171,68.272,64.11,39.953,55.197,45.072,72.7004878048781,73.020243902439,71.165,62.491,56.607,44.325,47.583,43.284,53.634,61.569,44.863,54.333,65.361,68.398,68.2781463414634,68.927,69.440243902439,70.4471951219512,47.511,65.468,73.3434146341463,56.145,43.16,57.152,50.013,41.09,72.0273170731707,69.4100975609756,42.815,70.179512195122,61.713,71.6585365853659,72.43478821697234,61.035,52.555,71.9731707317073,64.431,47.805,70.605,39.008,39.871,38.025,30.248,72.7708048780488,66.216,60.3879137317589,49.439,64.825,60.469,71.0499512195122,54.44,68.8126341463415,47.337,69.1646341463415,52.992,65.684,48.241,70.9015609756098,50.204,60.186,73.9339024390244,71.2134146341463,71.5587804878049,66.702,59.87,71.919756097561,60.4229756097561,53.575,58.0053170731707,39.129,54.527,61.291,62.1634146341463,66.53,43.563,66.759,40.599,55.189,64.267,71.20817013096237,65.267,51.012,70.8043902439024,69.5932195121951,69.8353658536586,69.198,71.569,48.807,63.885,47.507,45.068,60.69,58.538,63.7193902439024,32.532,69.0655609756098,50.713,69.0921951219512,52.678,41.755,51.038,61.0003658536585,36.731,63.111,53.63,63.0292682926829,36.062,39.713,54.95,73.5856097560976,74.0880487804878,42.827,60.042,71.2731707317073,47.678,54.76,65.083,47.16,61.692,52.127,69.8682926829268,71.048,60.571,67.0731707317073,62.684,64.05195216275659,62.429,66.532,67.4824146341464,68.1336585365854,47.153,52.715,45.534,40.825,68.9131219512195,56.072,38.793,51.41,45.557,66.0954634146342,26.399,56.516,60.402,69.7125853658537,68.609756097561,74.6492682926829,50.804,71.907,67.27707245924256,60.527,56.31,40.603,46.12,57.711,56.809,57.663,37.166,63.232,65.057,53.87,56.895,54.94,46.45,49.616,68.8089756097561,68.904,70.8073170731707,60.934,68.57,64.299,66.609,65.8386829268293,56.222,55.186,60.18,64.584,40.501,55.579,51.493,57.032
11,67.975,37.923,40.554,65.618,61.211,65.541,64.208,70.683,71.0682926829268,70.1146341463415,59.353,42.965,71.0604878048781,42.581,39.559,25.996,70.8736585365854,65.607,66.151,67.163,71.0117073170732,64.204,68.502,47.061,57.586,68.598,64.699,40.753,55.745,45.688,73.0292682926829,73.1307317073171,71.685,62.732,57.565,44.992,48.251,43.656,54.043,62.051,45.581,54.813,66.301,68.918,68.4608536585366,69.33,69.6770731707317,70.676756097561,47.358,64.335,73.4146341463415,56.782,43.67,57.633,50.386,41.483,71.630243902439,69.8151707317073,42.892,70.0175609756098,61.796,71.9073170731707,72.64027151171865,61.518,53.073,72.2731707317073,64.753,47.798,71.017,39.308,40.347,38.368,36.263,73.0095609756098,66.479,60.623163151652676,50.484,65.193,60.555,71.4585365853659,54.966,69.1401707317073,47.719,69.0524390243903,53.576,65.956,48.632,71.6758536585366,51.124,60.909,73.5704878048781,71.7190243902439,71.8068292682927,66.795,61.612,72.8090243902439,60.6475609756098,54.258,58.3039268292683,39.507,55.097,60.747,62.6121951219512,67.058,43.983,66.823,40.94,56.337,64.548,71.46394529216226,65.922,51.293,71.7353658536585,69.195243902439,70.1646341463415,69.582,71.453,49.243,63.799,47.889,46.125,61.155,58.934,64.6176097560976,32.937,69.2225365853659,51.215,69.5301707317073,53.345,41.739,51.387,60.9889756097561,37.239,63.584,54.237,63.4780487804878,35.293,40.48,55.322,73.809512195122,74.1792682926829,43.312,60.341,71.7731707317073,48.934,50.35,65.787,56.163,61.988,52.579,69.6121951219512,71.198,61.176,66.7707317073171,62.803,64.27003097507331,62.681,67.133,68.5041463414634,68.3765853658537,46.829,53.773,49.646,41.219,69.1883414634146,56.978,39.269,52.241,45.747,66.5294390243903,31.582,56.841,60.392,69.8625609756098,68.8341463414634,74.6239024390244,51.31,71.437,67.42390860526385,61.37,56.28,40.19,46.587,58.524,57.23,58.038,37.722,63.661,65.283,54.835,57.409,55.708,46.917,46.93,69.037756097561,68.969,71.1073170731707,61.325,68.733,64.933,67.09,66.1832195121951,56.749,55.766,60.704,64.874,41.542,55.955,52.023,57.196
12,68.577,38.444,40.905,66.422,62.304,65.923,64.535,71.016,71.4575609756098,70.4634146341463,59.803,25.613,71.4051219512195,43.158,40.053,49.591,70.899512195122,66.373,66.413,67.672,70.8493170731708,64.453,69.961,47.497,58.032,68.929,65.35,41.586,56.3,46.294,72.9339024390244,73.6443902439024,71.868,62.281,58.418,45.724,48.9,43.933,54.36,62.569,46.305,55.309,66.716,69.462,68.7903658536585,69.811,70.1765853658537,70.9067073170732,48.528,67.11,73.4390243902439,57.417,44.346,58.205,50.765,41.848,72.8180487804878,69.5921463414634,41.55,70.7073170731707,61.784,72.1073170731707,72.84575480646497,61.781,53.605,72.1243902439024,65.072,48.026,70.827,39.673,40.915,38.698,43.284,72.7826829268293,66.822,60.85841257154645,51.638,65.351,60.636,71.4560975609756,55.607,69.4417804878049,47.945,69.6646341463415,54.242,65.371,49.025,71.021756097561,51.659,61.388,74.4558536585366,71.0780487804878,72.0753658536586,67.102,62.349,73.1536585365854,60.9949512195122,55.012,58.614756097561,40.224,55.476,60.187,63.009756097561,67.421,44.249,66.907,41.482,57.49,64.648,71.71972045336216,65.828,51.722,71.0246341463415,70.3215853658537,69.8787804878049,70.044,71.631,49.719,63.949,48.337,47.112,61.614,59.352,65.5491463414634,33.86,70.7243902439024,51.498,70.3741951219512,54.016,41.59,51.656,60.7334634146342,37.904,64.083,54.781,63.9268292682927,35.632,41.273,48.626,73.7270731707317,74.3446341463415,43.689,60.449,71.8292682926829,49.571,55.239,66.457,56.737,61.831,53.215,70.6658536585366,71.302,61.807,68.3243902439024,62.935,64.48810978739003,62.936,67.612,68.470243902439,68.3085365853659,46.498,54.792,49.925,41.753,69.3467804878049,57.797,39.767,53.019,45.94,67.1144390243903,31.907,57.349,60.507,70.2982195121951,69.0585365853659,74.7180487804878,51.821,71.736,67.57074475128515,61.9,57.391,41.399,47.089,59.051,57.637,58.425,38.318,63.983,64.947,56.107,58.069,54.364,47.324,46.967,68.9172926829269,68.933,71.1560975609756,61.627,68.499,65.42,67.143,66.3898780487805,53.103,56.271,61.23,65.193,42.46,56.272,52.629,57.401
13,69.092,39.003,41.27,67.14,63.351,66.323,64.611,71.349,71.8468292682927,71.0146341463415,60.045,37.275,71.6353658536586,43.596,40.548,49.828,71.3421951219512,67.183,66.488,68.216,71.0006585365854,64.622,71.888,47.975,58.472,69.167,65.963,42.451,56.861,46.854,73.1626829268293,73.9409756097561,72.148,63.905,59.389,46.556,49.324,44.096,54.7,63.06,46.881,56.008,67.953,70.02,69.1921951219512,70.163,70.0226829268293,71.1128048780488,49.119,68.049,73.6821951219512,58.042,45.079,58.837,50.852,42.252,72.6107317073171,69.7994634146342,41.635,71.2236585365854,61.022,72.3560975609756,74.4975609756098,62.139,54.057,72.3243902439024,65.421,48.398,71.375,39.891,41.394,39.034,43.477,72.9819756097561,67.217,61.09366199144023,53.003,65.752,60.683,72.109756097561,54.415,69.848487804878,48.208,69.5180487804878,54.85,66.555,49.539,71.2399756097561,52.946,62.03,74.4509756097561,71.6934146341464,72.0263414634146,67.551,62.908,73.2951219512195,61.2773902439024,55.677,58.9906829268293,40.024,55.971,60.275,63.4073170731707,67.578,44.477,67.229,41.91,58.287,64.831,71.97549561456204,65.939,52.12,71.3321951219512,70.2403658536585,69.8134146341464,70.568,71.82,50.171,64.163,48.825,48.214,62.055,59.747,65.9361219512195,34.565,70.4687073170732,51.87,70.5930731707317,54.631,41.707,51.898,61.0567073170732,38.544,64.62,55.374,64.3756097560976,35.704,42.011,55.725,74.1439024390244,74.4421951219512,44.044,60.529,71.6682926829268,50.859,55.486,67.087,57.085,61.641,53.869,70.6634146341463,71.581,62.386,67.5243902439024,63.066,64.70618859970673,63.206,68.049,69.0056097560976,68.2946341463415,45.905,55.932,53.069,42.557,69.7398048780488,58.594,40.217,54.048,46.131,67.5273902439024,36.479,57.941,60.697,70.0213902439024,69.4048780487805,74.8673170731707,52.468,72.096,67.71758089730643,60.691,60.172,41.78,47.597,59.836,57.94,58.832,38.994,64.242,65.561,57.2,58.521,57.197,47.978,46.84,69.0430975609756,69.096,71.3560975609756,61.676,68.583,65.936,67.809,67.0704878048781,56.786,56.95,61.747,65.522,43.348,56.722,53.3,57.367
14,69.503,39.55,41.652,67.769,64.338,66.563,64.825,71.747,72.2360975609756,71.0121951219512,60.228,43.012,71.9858536585366,44.085,41.354,49.16,71.2080487804878,67.864,67.001,68.862,70.8546829268293,65.03,72.394,48.446,58.881,69.519,66.528,43.265,57.424,47.402,73.2375609756098,74.2870731707317,72.237,64.901,60.168,47.506,49.571,44.41,55.059,63.64,47.474,56.837,68.454,70.57,69.5290243902439,55.23,70.0865853658537,71.4189268292683,49.524,68.785,73.8082926829268,58.65,46.034,59.526,51.838,42.243,72.969756097561,70.0786097560976,39.453,71.1348780487805,61.686,72.6048780487805,73.25672139595761,62.499,54.567,72.5243902439024,65.591,48.777,70.638,40.137,41.954,41.757,40.186,73.4155853658537,67.583,61.328911411334005,54.039,66.01,60.76,72.6121951219512,52.313,70.1436585365854,48.419,69.2480487804878,55.429,65.989,50.244,71.1755609756098,53.854,60.898,74.5117073170732,71.6617073170732,72.7343902439025,67.838,63.434,73.6721951219512,61.5249756097561,55.634,59.3270487804878,39.803,56.266,61.722,63.8048780487805,67.93,45.532,67.294,42.383,59.588,65.564,72.23127077576193,65.999,52.372,71.2441463414634,70.1571707317073,69.7409756097561,70.995,71.961,50.673,64.211,49.218,49.359,62.459,60.081,66.592,35.426,71.5136341463415,52.246,71.220756097561,55.215,42.065,52.184,61.643756097561,39.271,65.209,55.893,64.8243902439024,36.003,42.791,55.85,74.5368292682927,74.7536585365854,44.464,60.864,71.9243902439024,52.098,55.472,67.653,57.483,61.68,54.48,71.1170731707317,71.634,62.962,68.019512195122,63.233,64.92426741202345,63.501,68.552,69.499756097561,68.320243902439,45.304,57.017,53.23,43.211,70.2013414634146,59.356,40.691,54.668,43.818,68.0056829268293,36.514,58.042,60.841,70.1781707317073,70.1609756097561,74.9804878048781,53.086,72.309,67.86441704332773,63.119,64.501,41.785,48.099,60.552,58.449,59.256,36.877,64.595,66.848,58.282,59.051,57.946,48.306,46.612,68.9340243902439,69.193,71.9560975609756,62.006,69.079,66.526,68.025,67.2836829268293,55.83,57.515,62.25,65.83,44.325,57.117,53.87,57.494
15,69.762,40.1,41.191,68.328,65.08,67.081,64.962,71.977,72.6253658536586,71.1146341463415,60.337,42.982,71.9712195121951,44.681,42.307,50.292,71.049756097561,68.466,67.221,69.405,70.4570975609756,65.942,72.573,48.826,59.353,69.921,67.107,44.09,57.998,47.913,73.5217073170732,74.6656097560976,71.651,66.279,60.917,48.346,49.718,44.471,55.323,64.27,46.628,57.89,69.4,71.079,69.6485365853659,70.518,70.4146341463415,71.259243902439,49.87,69.171,74.0751219512195,59.236,46.972,60.232,52.591,42.24,73.3187804878049,69.3543658536585,39.356,71.6736585365854,61.852,72.8536585365854,73.46220469070393,62.802,55.035,72.7243902439024,65.874,49.246,71.816,40.591,42.444,42.053,35.812,73.3763658536586,67.971,61.56416083122778,54.824,66.577,60.819,73.3682926829268,57.548,70.0019512195122,48.681,69.29,55.968,66.918,50.812,71.7530487804878,54.761,61.464,75.5787804878049,72.0451219512195,72.6473170731708,68.048,63.961,74.2470731707317,61.7906097560976,55.826,59.461756097561,11.995,56.471,63.098,64.1536585365854,67.892,45.892,58.128,42.774,60.81,65.921,72.48704593696182,66.237,52.987,70.8673170731707,70.2986097560976,68.9253658536585,71.419,72.118,51.244,64.348,49.527,50.519,62.81,60.297,66.9877804878049,36.225,71.5316341463415,52.516,71.174243902439,55.65,42.582,52.65,62.3558048780488,40.222,65.712,56.547,65.2731707317073,36.588,43.662,56.036,74.4987804878049,74.8175609756098,45.04,60.927,72.219512195122,53.297,55.905,68.079,57.905,61.704,55.039,70.5609756097561,71.92,63.526,68.309756097561,63.445,65.14234622434017,63.889,69.008,69.6139024390244,67.7239024390244,44.698,58.068,53.377,44.099,70.7834390243902,58.078,41.173,54.875,44.182,68.182243902439,36.746,58.263,61.049,70.3050487804878,70.3585365853659,74.9846341463415,53.824,72.579,68.01125318934902,63.538,67.985,41.872,48.729,61.272,58.876,59.525,24.834,64.844,66.786,59.468,59.497,58.535,48.722,46.267,69.0463170731707,69.335,72.6048780487805,62.181,69.367,67.075,67.834,67.4678048780488,62.882,58.087,62.764,66.134,45.245,57.512,54.239,57.552
16,70.035,40.645,41.163,68.704,65.82,67.228,65.161,72.359,73.0146341463415,71.5658536585366,60.521,43.144,72.119756097561,45.488,43.245,50.647,71.3948780487805,69.118,67.84,69.648,70.3968292682927,66.268,71.862,49.264,59.792,70.208,67.608,44.947,58.583,48.395,73.8560975609756,74.7853658536585,72.57,65.855,61.796,49.291,49.88,44.656,55.602,64.845,48.523,58.65,70.294,71.524,70.0280731707317,71.04,70.5326829268293,71.7122195121951,50.058,68.985,73.739756097561,59.791,47.985,60.89,53.365,42.656,73.6426829268293,68.9256829268293,41.895,71.8129268292683,61.975,73.1024390243903,73.66768798545024,63.092,55.569,72.7756097560976,66.029,49.764,71.39,41.024,43.039,42.419,28.921,73.634,68.151,61.79941025112156,49.169,67.032,60.892,72.819512195122,58.158,70.4553658536585,48.956,69.5731707317073,56.514,67.162,51.388,71.8566097560976,55.7,63.715,76.9721951219512,72.9560975609756,72.9919512195122,68.425,64.49,74.6865853658537,61.6403414634146,55.895,59.6655853658537,12.013,56.628,63.682,64.5024390243902,68.206,45.603,33.737,43.183,62.06,66.256,72.74282109816171,66.513,53.487,70.9580487804878,69.9751463414634,69.0478048780488,71.85,72.226,51.936,64.496,49.666,51.592,63.123,60.486,67.7455609756098,37.195,71.4693414634147,52.982,71.5699512195122,55.432,42.635,52.917,62.8667804878049,41.227,66.277,57.015,65.7219512195122,36.976,44.721,56.299,74.6470731707317,75.039512195122,45.544,61.359,72.4219512195122,55.221,56.113,68.381,58.266,61.614,55.569,70.6560975609756,72.262,64.143,68.8609756097561,63.705,65.36042503665689,64.378,69.385,69.6987804878049,67.4875609756098,44.647,58.966,53.462,45.098,71.1650731707317,60.749,41.631,54.627,44.568,68.4552926829268,36.84,58.576,61.25,70.4631951219512,70.3073170731707,74.9692682926829,54.658,72.709,68.15808933537032,63.922,69.865,42.036,49.328,61.978,59.167,59.668,25.957,65.127,66.273,60.426,59.965,59.159,49.236,45.869,69.0428536585366,69.523,72.8560975609756,62.506,69.391,67.554,68.074,67.6617804878049,64.775,58.659,63.214,66.441,46.238,58.006,54.604,56.936
17,70.264,41.228,41.437,69.121,66.514,67.861,65.364,72.546,73.3443902439024,71.9146341463415,60.627,43.513,72.7739024390244,46.176,44.147,51.197,70.8160975609756,69.604,67.88,70.041,70.2890243902439,66.518,72.083,49.734,60.24,70.719,68.075,45.789,59.169,48.838,74.2156097560976,75.2380487804878,72.833,67.402,62.538,50.184,49.995,44.763,55.806,65.424,49.047,59.568,71.288,71.895,70.1549512195122,71.302,70.5734146341463,72.3073170731707,50.568,68.759,74.6324390243903,60.319,49.191,61.559,54.134,43.175,74.1319512195122,69.3248292682927,41.893,72.350243902439,62.273,73.3512195121951,73.87317128019657,63.363,56.089,73.2243902439024,66.471,50.085,72.227,41.411,43.44,42.718,40.501,73.6708048780488,67.475,62.03465967101533,55.816,67.922,60.955,73.319512195122,58.746,70.7443902439024,49.209,69.8480487804878,57.081,67.281,51.909,71.9973902439024,56.577,64.228,76.3736585365854,72.9585365853659,73.3646341463415,68.534,64.981,75.2558536585366,61.853,56.486,60.039756097561,28.91,56.032,63.781,64.9,68.585,45.973,59.284,43.619,62.786,66.887,72.99859625936159,66.551,54.045,70.809512195122,71.4586585365854,69.1046341463415,72.263,72.235,52.704,64.506,49.757,52.632,63.434,60.633,68.4434390243903,38.106,71.6942195121951,53.305,71.3515365853658,55.501,42.7,53.37,63.7620975609756,42.233,66.811,57.553,66.1707317073171,37.644,45.558,56.243,75.2214634146342,75.3868292682927,46.005,61.463,72.1682926829268,56.257,56.252,68.603,58.617,62.149,56.037,70.4024390243902,72.616,64.655,70.0121951219512,63.941,65.57850384897361,64.936,69.837,69.7419512195122,67.3763414634146,44.797,59.947,53.648,46.152,71.3711219512195,60.864,42.06,54.024,46.918,68.7467317073171,37.325,58.83,61.453,70.4231219512195,70.5560975609756,75.379756097561,55.598,72.269,68.3049254813916,63.764,70.584,42.255,49.76,62.354,59.377,59.877,24.427,65.302,66.641,61.543,60.743,59.672,49.842,45.511,68.8185609756098,69.746,73.2560975609756,62.329,69.676,67.957,68.163,67.8813414634146,65.049,59.223,63.642,66.74,47.286,58.492,54.709,56.285
18,70.494,40.271,41.83,69.309,67.209,68.197,65.701,72.871,73.6741463414634,72.0121951219512,60.713,43.764,72.6980487804878,46.961,45.073,51.254,71.1846341463415,69.978,67.562,70.132,70.0817317073171,66.885,72.854,50.181,60.72,71.122,68.487,46.599,59.691,49.239,74.529756097561,75.1873170731707,73.211,68.074,63.218,50.927,50.28,44.537,56.065,65.954,49.67,60.306,72.239,72.201,70.4453414634146,71.767,70.6439024390244,72.2904146341464,51.049,70.441,74.3929268292683,60.822,50.353,62.153,54.99,43.561,74.2956097560976,68.9206097560976,41.9,72.8970731707317,62.527,73.6024390243903,75.9853658536585,63.72,56.659,73.1756097560976,66.695,50.571,72.548,41.901,43.583,43.033,40.793,74.358756097561,67.668,63.4146341463415,55.963,68.686,61.052,73.5756097560976,59.334,70.5387804878049,49.428,69.3939024390244,57.565,67.511,52.492,71.9963170731707,55.926,64.401,76.6492682926829,73.2073170731707,73.6931707317073,68.755,65.436,75.5846341463415,62.0656097560976,56.944,60.3756097560976,36.982,56.91,63.352,65.1975609756098,69.012,46.207,59.382,44.046,63.567,67.332,73.25437142056148,67.566,54.669,70.6046341463415,71.4958048780488,68.9878048780488,72.69,72.302,53.499,64.523,49.813,51.105,63.778,60.742,69.3591463414634,39.062,71.7854146341463,53.474,71.1449268292683,55.547,42.795,53.855,64.5939268292683,43.29,67.285,58.085,66.3036585365854,38.45,46.019,53.571,75.1451219512195,75.4185365853659,46.682,61.522,73.019512195122,57.709,56.737,68.761,58.973,62.185,56.554,70.3512195121951,72.816,65.187,70.3170731707317,64.132,65.79658266129032,65.549,70.19,69.4804878048781,67.3909756097561,45.48,60.872,53.44,47.197,71.546756097561,61.911,42.46,53.245,46.95,68.673756097561,37.649,59.325,61.684,70.4264390243902,70.7024390243902,75.4690243902439,56.477,71.961,68.4517616274129,65.806,70.227,42.504,50.232,62.74,59.531,60.265,21.837,65.578,67.438,62.338,61.37,60.133,50.321,45.207,68.7599756097561,69.999,73.3560975609756,62.563,69.586,68.313,67.644,68.0486341463415,65.529,59.847,63.999,67.05,48.392,58.979,54.61,54.593
19,70.778,39.086,42.175,69.584,67.846,68.491,66.041,73.035,74.0039024390244,72.3121951219512,60.867,44.59,73.1936585365854,47.362,45.903,51.464,71.3082926829268,70.456,67.366,70.34,69.9336341463415,67.399,73.299,50.665,61.253,71.526,68.862,47.411,60.176,49.597,74.8663414634146,75.4660975609756,72.509,68.186,63.865,51.682,50.575,45.207,56.314,66.38,50.251,60.917,72.423,72.447,70.7440975609756,71.895,70.749512195122,72.6301707317073,51.518,70.97,74.2192682926829,60.753,51.755,62.696,55.802,43.972,74.8187804878049,68.7858536585366,42.807,73.1553658536586,62.941,73.8512195121951,74.2841378696892,63.78,57.053,73.2756097560976,67.074,50.932,72.71,42.393,44.558,43.39,41.653,74.6210731707317,67.9,63.9548780487805,56.185,69.579,61.133,73.6731707317073,59.908,70.4273170731707,49.675,69.6153658536585,58.153,67.882,53.06,72.2680243902439,58.55,64.791,76.7731707317073,73.5073170731707,74.0026829268293,69.048,65.851,76.1087804878049,62.2545853658537,57.722,60.7950243902439,42.279,57.083,63.233,65.5463414634146,69.677,46.966,59.467,44.349,64.26,67.359,73.51014658176138,68.13,55.338,70.4821951219512,72.3307804878049,68.4956097560976,73.07,72.387,54.351,64.807,49.851,54.676,64.189,60.874,69.6502195121951,39.953,71.8942682926829,53.944,70.4828292682927,55.573,42.744,54.474,65.3064390243902,44.268,67.762,58.439,66.4365853658537,39.202,46.215,50.813,75.6060975609756,75.4139024390244,47.266,61.538,73.0682926829269,59.151,57.146,68.989,59.303,62.349,57.003,70.7512195121951,73.04,65.672,71.1682926829268,64.448,66.01466147360703,66.235,70.581,69.1531707317073,67.1143902439024,46.659,61.697,53.559,48.196,71.6392195121951,62.388,42.873,52.2,47.305,68.5989024390244,37.919,59.714,61.878,70.7447317073171,70.8536585365854,75.5241463414634,57.268,71.551,68.5985977734342,66.138,69.37,42.81,50.765,63.209,59.597,60.601,22.529,65.782,67.768,63.211,61.912,60.506,50.907,44.981,68.4696829268293,70.279,73.8048780487805,62.688,69.752,68.587,67.463,68.2202195121951,66.001,60.446,64.39,67.389,49.394,59.395,54.439,55.038
20,71.066,39.618,42.449,70.478,68.53,68.564,66.177,73.183,74.3336585365854,72.4634146341463,61.081,45.406,73.2070731707317,47.877,46.539,51.85,71.1575609756098,70.826,67.521,70.543,69.9277073170732,67.756,73.454,51.181,61.781,71.921,69.246,48.218,60.646,49.889,75.1021951219512,75.4592682926829,73.428,68.84,64.42,52.27,51.041,45.473,56.593,66.868,50.8,61.368,72.899,72.752,70.8946829268293,71.95,70.2780487804878,72.8003170731707,51.947,71.782,74.1017073170732,61.754,53.261,63.191,56.628,44.585,75.3492682926829,68.7956341463415,43.217,73.44,62.734,74.0512195121951,74.48962116443553,64.212,57.454,73.6756097560976,67.173,51.117,73.753,42.884,45.153,43.754,47.563,74.5462682926829,68.144,63.449756097561,56.024,69.861,61.229,74.6731707317073,60.485,70.1753658536586,49.902,69.0617073170732,58.754,68.304,53.611,72.5954146341464,58.537,61.5,76.8465853658537,73.8756097560976,73.9431707317073,69.435,66.259,75.9890243902439,66.6243902439025,58.501,61.0814634146342,47.57,57.286,63.358,66.0463414634146,70.341,48.082,59.665,44.631,64.891,67.7,73.76592174296127,68.661,56.058,70.4821951219512,72.2068048780488,68.8085365853659,73.504,72.487,55.219,65.173,49.821,55.621,64.703,61.015,69.2471219512195,40.751,72.039,54.362,71.6091219512195,55.64,42.801,55.061,65.8164878048781,45.094,68.245,56.775,66.569512195122,39.678,46.349,57.914,75.7431707317073,75.6717073170732,47.889,61.552,72.8292682926829,60.447,57.606,69.254,59.589,62.499,57.435,70.0975609756098,73.226,66.158,71.2146341463415,64.749,66.23274028592375,67.14,70.801,69.0909756097561,67.0339024390244,47.963,62.698,53.934,49.142,72.190243902439,62.8,43.13,47.975,47.489,68.7906341463415,38.417,59.739,62.034,70.4085365853659,71.1048780487805,75.7409756097561,57.846,70.918,69.5975609756098,66.351,68.699,43.06,51.227,64.012,59.506,61.022,28.446,65.961,67.572,63.975,62.504,60.833,51.201,42.949,68.3301707317073,70.582,73.609756097561,63.036,70.184,68.762,67.715,68.5291463414634,66.195,61.083,64.748,67.685,50.654,59.813,54.143,58.674
